Date,Start_Hour,End_Hour,Day_of_Year,Day_Name,Month_Name,Season,Production
2020-07-10 00:00:00,19,20,192,Friday,July,Summer,4171
2023-12-26 00:00:00,4,5,360,Tuesday,December,Winter,7229
2024-04-28 00:00:00,0,1,119,Sunday,April,Spring,10556
2024-10-12 00:00:00,13,14,286,Saturday,October,Fall,6790
2022-11-25 00:00:00,16,17,329,Friday,November,Fall,3351
2023-01-14 00:00:00,15,16,14,Saturday,January,Winter,17545
2022-11-08 00:00:00,20,21,312,Tuesday,November,Fall,11901
2024-08-29 00:00:00,19,20,242,Thursday,August,Summer,2703
2025-03-16 00:00:00,9,10,75,Sunday,March,Spring,9888
2020-01-19 00:00:00,3,4,19,Sunday,January,Winter,4619
2025-03-13 00:00:00,0,1,72,Thursday,March,Spring,2661
2024-04-04 00:00:00,19,20,95,Thursday,April,Spring,8108
2023-12-05 00:00:00,18,19,339,Tuesday,December,Winter,6714
2020-01-16 00:00:00,6,7,16,Thursday,January,Winter,4609
2025-10-15 00:00:00,19,20,288,Wednesday,October,Fall,5080
2020-06-03 00:00:00,16,17,155,Wednesday,June,Summer,3604
2024-05-11 00:00:00,8,9,132,Saturday,May,Spring,5428
2020-09-25 00:00:00,7,8,269,Friday,September,Fall,10168
2022-10-05 00:00:00,10,11,278,Wednesday,October,Fall,9771
2024-07-02 00:00:00,4,5,184,Tuesday,July,Summer,2631
2023-04-21 00:00:00,20,21,111,Friday,April,Spring,2543
2024-12-05 00:00:00,8,9,340,Thursday,December,Winter,14145
2025-08-07 00:00:00,18,19,219,Thursday,August,Summer,5653
2020-04-05 00:00:00,11,12,96,Sunday,April,Spring,7848
2024-01-26 00:00:00,4,5,26,Friday,January,Winter,9936
2023-09-03 00:00:00,14,15,246,Sunday,September,Fall,9204
2022-04-12 00:00:00,22,23,102,Tuesday,April,Spring,2275
2020-12-29 00:00:00,13,14,364,Tuesday,December,Winter,5165
2023-09-08 00:00:00,9,10,251,Friday,September,Fall,3666
2024-04-26 00:00:00,13,14,117,Friday,April,Spring,6436
2024-04-14 00:00:00,15,16,105,Sunday,April,Spring,4067
2020-09-07 00:00:00,13,14,251,Monday,September,Fall,5438
2022-02-18 00:00:00,21,22,49,Friday,February,Winter,13040
2020-05-21 00:00:00,5,6,142,Thursday,May,Spring,1502
2020-05-04 00:00:00,14,15,125,Monday,May,Spring,5337
2023-06-10 00:00:00,9,10,161,Saturday,June,Summer,4098
2024-04-03 00:00:00,11,12,94,Wednesday,April,Spring,15839
2020-05-23 00:00:00,7,8,144,Saturday,May,Spring,3360
2020-09-04 00:00:00,7,8,248,Friday,September,Fall,1232
2020-10-07 00:00:00,12,13,281,Wednesday,October,Fall,8717
2023-12-02 00:00:00,5,6,336,Saturday,December,Winter,3249
2024-06-28 00:00:00,16,17,180,Friday,June,Summer,6716
2021-08-22 00:00:00,21,22,234,Sunday,August,Summer,3345
2023-02-17 00:00:00,9,10,48,Friday,February,Winter,9868
2022-02-16 00:00:00,13,14,47,Wednesday,February,Winter,16745
2022-12-03 00:00:00,2,3,337,Saturday,December,Winter,6803
2021-04-08 00:00:00,14,15,98,Thursday,April,Spring,5202
2025-01-05 00:00:00,15,16,5,Sunday,January,Winter,19348
2024-10-08 00:00:00,8,9,282,Tuesday,October,Fall,10350
2022-02-12 00:00:00,6,7,43,Saturday,February,Winter,4558
2023-07-07 00:00:00,5,6,188,Friday,July,Summer,4486
2020-07-14 00:00:00,21,22,196,Tuesday,July,Summer,2101
2022-12-09 00:00:00,20,21,343,Friday,December,Winter,2064
2022-07-05 00:00:00,0,1,186,Tuesday,July,Summer,3667
2021-11-20 00:00:00,18,19,324,Saturday,November,Fall,210
2023-02-09 00:00:00,8,9,40,Thursday,February,Winter,1322
2025-03-01 00:00:00,23,0,60,Saturday,March,Spring,10187
2023-07-25 00:00:00,9,10,206,Tuesday,July,Summer,7186
2024-12-25 00:00:00,10,11,360,Wednesday,December,Winter,2874
2024-05-08 00:00:00,7,8,129,Wednesday,May,Spring,5427
2021-10-03 00:00:00,15,16,276,Sunday,October,Fall,8606
2024-04-18 00:00:00,23,0,109,Thursday,April,Spring,3786
2023-11-04 00:00:00,7,8,308,Saturday,November,Fall,15504
2022-05-25 00:00:00,22,23,145,Wednesday,May,Spring,5875
2022-01-22 00:00:00,20,21,22,Saturday,January,Winter,2136
2022-08-18 00:00:00,13,14,230,Thursday,August,Summer,5355
2025-08-14 00:00:00,9,10,226,Thursday,August,Summer,4159
2023-01-01 00:00:00,9,10,1,Sunday,January,Winter,11283
2024-01-20 00:00:00,18,19,20,Saturday,January,Winter,4846
2021-11-17 00:00:00,18,19,321,Wednesday,November,Fall,1887
2020-09-29 00:00:00,2,3,273,Tuesday,September,Fall,2642
2020-08-08 00:00:00,23,0,221,Saturday,August,Summer,2390
2024-01-18 00:00:00,18,19,18,Thursday,January,Winter,4246
2024-10-18 00:00:00,0,1,292,Friday,October,Fall,4798
2025-06-27 00:00:00,22,23,178,Friday,June,Summer,1584
2025-02-11 00:00:00,8,9,42,Tuesday,February,Winter,3812
2023-08-25 00:00:00,16,17,237,Friday,August,Summer,9893
2021-12-02 00:00:00,5,6,336,Thursday,December,Winter,6952
2022-01-25 00:00:00,7,8,25,Tuesday,January,Winter,328
2022-09-26 00:00:00,14,15,269,Monday,September,Fall,15890
2022-12-17 00:00:00,16,17,351,Saturday,December,Winter,2347
2020-02-21 00:00:00,8,9,52,Friday,February,Winter,4193
2021-09-13 00:00:00,19,20,256,Monday,September,Fall,1554
2020-07-12 00:00:00,14,15,194,Sunday,July,Summer,5689
2023-05-29 00:00:00,9,10,149,Monday,May,Spring,9264
2024-08-30 00:00:00,4,5,243,Friday,August,Summer,2456
2021-07-28 00:00:00,14,15,209,Wednesday,July,Summer,10176
2023-03-29 00:00:00,5,6,88,Wednesday,March,Spring,4271
2021-05-11 00:00:00,19,20,131,Tuesday,May,Spring,6405
2025-01-09 00:00:00,15,16,9,Thursday,January,Winter,10749
2022-01-05 00:00:00,2,3,5,Wednesday,January,Winter,7802
2024-08-26 00:00:00,23,0,239,Monday,August,Summer,2045
2023-02-19 00:00:00,14,15,50,Sunday,February,Winter,7077
2025-06-23 00:00:00,18,19,174,Monday,June,Summer,12740
2020-08-04 00:00:00,19,20,217,Tuesday,August,Summer,2445
2023-02-11 00:00:00,8,9,42,Saturday,February,Winter,2391
2022-09-16 00:00:00,6,7,259,Friday,September,Fall,1953
2025-10-13 00:00:00,3,4,286,Monday,October,Fall,6119
2025-07-03 00:00:00,0,1,184,Thursday,July,Summer,5539
2022-12-07 00:00:00,23,0,341,Wednesday,December,Winter,1410
2024-02-10 00:00:00,3,4,41,Saturday,February,Winter,4487
2021-07-09 00:00:00,3,4,190,Friday,July,Summer,1208
2025-02-16 00:00:00,0,1,47,Sunday,February,Winter,4574
2024-11-24 00:00:00,10,11,329,Sunday,November,Fall,21544
2024-12-11 00:00:00,19,20,346,Wednesday,December,Winter,5916
2025-05-20 00:00:00,21,22,140,Tuesday,May,Spring,5566
2022-01-21 00:00:00,9,10,21,Friday,January,Winter,5002
2025-01-30 00:00:00,7,8,30,Thursday,January,Winter,5813
2021-01-29 00:00:00,17,18,29,Friday,January,Winter,12983
2024-04-19 00:00:00,5,6,110,Friday,April,Spring,9003
2020-12-01 00:00:00,12,13,336,Tuesday,December,Winter,8412
2024-02-19 00:00:00,3,4,50,Monday,February,Winter,4002
2023-09-21 00:00:00,13,14,264,Thursday,September,Fall,6474
2025-03-17 00:00:00,2,3,76,Monday,March,Spring,5489
2024-08-02 00:00:00,18,19,215,Friday,August,Summer,7412
2020-07-15 00:00:00,3,4,197,Wednesday,July,Summer,1451
2022-10-15 00:00:00,16,17,288,Saturday,October,Fall,8245
2025-05-11 00:00:00,10,11,131,Sunday,May,Spring,3050
2025-01-21 00:00:00,13,14,21,Tuesday,January,Winter,5754
2023-08-02 00:00:00,8,9,214,Wednesday,August,Summer,15356
2025-10-06 00:00:00,19,20,279,Monday,October,Fall,2272
2024-03-22 00:00:00,16,17,82,Friday,March,Spring,7952
2021-04-04 00:00:00,2,3,94,Sunday,April,Spring,6551
2022-11-08 00:00:00,6,7,312,Tuesday,November,Fall,13306
2023-09-19 00:00:00,9,10,262,Tuesday,September,Fall,7887
2022-05-05 00:00:00,16,17,125,Thursday,May,Spring,6137
2021-03-16 00:00:00,3,4,75,Tuesday,March,Spring,3759
2023-03-18 00:00:00,21,22,77,Saturday,March,Spring,4032
2023-01-04 00:00:00,19,20,4,Wednesday,January,Winter,13392
2021-01-05 00:00:00,19,20,5,Tuesday,January,Winter,1794
2020-12-07 00:00:00,22,23,342,Monday,December,Winter,3434
2024-04-24 00:00:00,15,16,115,Wednesday,April,Spring,11510
2025-04-27 00:00:00,16,17,117,Sunday,April,Spring,3352
2021-10-16 00:00:00,7,8,289,Saturday,October,Fall,1545
2022-04-17 00:00:00,9,10,107,Sunday,April,Spring,6232
2022-11-15 00:00:00,10,11,319,Tuesday,November,Fall,10920
2021-01-06 00:00:00,1,2,6,Wednesday,January,Winter,1467
2020-06-09 00:00:00,11,12,161,Tuesday,June,Summer,4734
2023-03-14 00:00:00,17,18,73,Tuesday,March,Spring,10320
2021-01-31 00:00:00,17,18,31,Sunday,January,Winter,5433
2021-01-28 00:00:00,22,23,28,Thursday,January,Winter,9207
2023-02-14 00:00:00,20,21,45,Tuesday,February,Winter,4137
2024-08-29 00:00:00,10,11,242,Thursday,August,Summer,5199
2022-10-03 00:00:00,13,14,276,Monday,October,Fall,5084
2022-02-23 00:00:00,10,11,54,Wednesday,February,Winter,3903
2025-08-24 00:00:00,7,8,236,Sunday,August,Summer,3233
2021-02-06 00:00:00,12,13,37,Saturday,February,Winter,3255
2023-04-29 00:00:00,15,16,119,Saturday,April,Spring,4800
2023-04-22 00:00:00,4,5,112,Saturday,April,Spring,4492
2020-05-24 00:00:00,13,14,145,Sunday,May,Spring,5849
2023-02-07 00:00:00,16,17,38,Tuesday,February,Winter,6303
2022-07-06 00:00:00,3,4,187,Wednesday,July,Summer,3439
2023-11-25 00:00:00,22,23,329,Saturday,November,Fall,3662
2022-12-09 00:00:00,14,15,343,Friday,December,Winter,3163
2020-12-15 00:00:00,0,1,350,Tuesday,December,Winter,5961
2022-03-10 00:00:00,21,22,69,Thursday,March,Spring,6888
2024-06-15 00:00:00,16,17,167,Saturday,June,Summer,10230
2025-10-27 00:00:00,10,11,300,Monday,October,Fall,20785
2020-07-02 00:00:00,23,0,184,Thursday,July,Summer,3158
2021-09-21 00:00:00,18,19,264,Tuesday,September,Fall,2741
2022-04-03 00:00:00,20,21,93,Sunday,April,Spring,1788
2025-01-04 00:00:00,22,23,4,Saturday,January,Winter,10639
2021-09-06 00:00:00,16,17,249,Monday,September,Fall,4649
2022-01-12 00:00:00,10,11,12,Wednesday,January,Winter,3948
2023-03-03 00:00:00,17,18,62,Friday,March,Spring,5441
2021-11-21 00:00:00,12,13,325,Sunday,November,Fall,3618
2022-07-28 00:00:00,20,21,209,Thursday,July,Summer,1737
2023-01-28 00:00:00,21,22,28,Saturday,January,Winter,2799
2024-12-22 00:00:00,11,12,357,Sunday,December,Winter,19928
2024-03-12 00:00:00,3,4,72,Tuesday,March,Spring,4768
2022-11-11 00:00:00,17,18,315,Friday,November,Fall,2888
2024-11-07 00:00:00,21,22,312,Thursday,November,Fall,3242
2024-06-27 00:00:00,3,4,179,Thursday,June,Summer,839
2020-11-23 00:00:00,14,15,328,Monday,November,Fall,2374
2025-06-19 00:00:00,22,23,170,Thursday,June,Summer,6052
2024-08-07 00:00:00,2,3,220,Wednesday,August,Summer,1802
2020-07-05 00:00:00,15,16,187,Sunday,July,Summer,10632
2023-05-27 00:00:00,11,12,147,Saturday,May,Spring,8746
2021-04-21 00:00:00,5,6,111,Wednesday,April,Spring,1068
2024-09-15 00:00:00,20,21,259,Sunday,September,Fall,3333
2025-07-01 00:00:00,6,7,182,Tuesday,July,Summer,1421
2024-09-09 00:00:00,9,10,253,Monday,September,Fall,9339
2021-09-12 00:00:00,10,11,255,Sunday,September,Fall,3552
2022-01-13 00:00:00,4,5,13,Thursday,January,Winter,2645
2025-07-23 00:00:00,1,2,204,Wednesday,July,Summer,1307
2023-08-27 00:00:00,2,3,239,Sunday,August,Summer,1781
2024-02-19 00:00:00,6,7,50,Monday,February,Winter,3287
2022-06-16 00:00:00,16,17,167,Thursday,June,Summer,5124
2025-09-11 00:00:00,3,4,254,Thursday,September,Fall,10615
2021-06-27 00:00:00,23,0,178,Sunday,June,Summer,748
2025-06-13 00:00:00,6,7,164,Friday,June,Summer,2429
2020-12-10 00:00:00,9,10,345,Thursday,December,Winter,4988
2022-11-29 00:00:00,20,21,333,Tuesday,November,Fall,1194
2021-11-13 00:00:00,4,5,317,Saturday,November,Fall,5812
2025-07-22 00:00:00,16,17,203,Tuesday,July,Summer,13809
2024-02-21 00:00:00,23,0,52,Wednesday,February,Winter,15375
2021-08-07 00:00:00,21,22,219,Saturday,August,Summer,9544
2023-11-24 00:00:00,10,11,328,Friday,November,Fall,9941
2021-06-03 00:00:00,19,20,154,Thursday,June,Summer,1771
2020-12-02 00:00:00,20,21,337,Wednesday,December,Winter,2043
2023-04-29 00:00:00,7,8,119,Saturday,April,Spring,1622
2021-04-16 00:00:00,11,12,106,Friday,April,Spring,7807
2020-02-13 00:00:00,13,14,44,Thursday,February,Winter,13233
2021-11-21 00:00:00,13,14,325,Sunday,November,Fall,3948
2023-12-18 00:00:00,3,4,352,Monday,December,Winter,2101
2020-06-01 00:00:00,10,11,153,Monday,June,Summer,4181
2025-07-24 00:00:00,15,16,205,Thursday,July,Summer,9540
2023-06-24 00:00:00,13,14,175,Saturday,June,Summer,8820
2022-03-07 00:00:00,12,13,66,Monday,March,Spring,10894
2021-10-21 00:00:00,1,2,294,Thursday,October,Fall,13513
2024-02-11 00:00:00,1,2,42,Sunday,February,Winter,9448
2023-09-07 00:00:00,17,18,250,Thursday,September,Fall,4368
2023-11-25 00:00:00,13,14,329,Saturday,November,Fall,10661
2020-10-02 00:00:00,14,15,276,Friday,October,Fall,6441
2022-01-05 00:00:00,10,11,5,Wednesday,January,Winter,6918
2022-03-28 00:00:00,19,20,87,Monday,March,Spring,1643
2020-09-01 00:00:00,8,9,245,Tuesday,September,Fall,1448
2025-09-19 00:00:00,16,17,262,Friday,September,Fall,10145
2023-11-03 00:00:00,11,12,307,Friday,November,Fall,10759
2020-11-25 00:00:00,19,20,330,Wednesday,November,Fall,3453
2022-10-01 00:00:00,1,2,274,Saturday,October,Fall,13589
2021-08-02 00:00:00,0,1,214,Monday,August,Summer,1434
2020-08-08 00:00:00,10,11,221,Saturday,August,Summer,2968
2022-09-14 00:00:00,3,4,257,Wednesday,September,Fall,1861
2021-05-31 00:00:00,8,9,151,Monday,May,Spring,3833
2023-12-27 00:00:00,15,16,361,Wednesday,December,Winter,12667
2024-08-01 00:00:00,19,20,214,Thursday,August,Summer,4264
2023-04-04 00:00:00,19,20,94,Tuesday,April,Spring,4139
2024-05-03 00:00:00,0,1,124,Friday,May,Spring,9022
2024-09-15 00:00:00,22,23,259,Sunday,September,Fall,4322
2021-09-13 00:00:00,6,7,256,Monday,September,Fall,1809
2021-12-07 00:00:00,18,19,341,Tuesday,December,Winter,13600
2023-11-30 00:00:00,4,5,334,Thursday,November,Fall,1780
2022-03-10 00:00:00,1,2,69,Thursday,March,Spring,6777
2022-03-30 00:00:00,11,12,89,Wednesday,March,Spring,2186
2022-08-09 00:00:00,3,4,221,Tuesday,August,Summer,6466
2023-05-04 00:00:00,17,18,124,Thursday,May,Spring,9901
2023-12-13 00:00:00,10,11,347,Wednesday,December,Winter,6869
2022-09-29 00:00:00,13,14,272,Thursday,September,Fall,4400
2024-08-28 00:00:00,13,14,241,Wednesday,August,Summer,10829
2024-09-17 00:00:00,8,9,261,Tuesday,September,Fall,10111
2020-01-06 00:00:00,11,12,6,Monday,January,Winter,5665
2022-09-07 00:00:00,16,17,250,Wednesday,September,Fall,6353
2022-10-21 00:00:00,2,3,294,Friday,October,Fall,7894
2021-05-26 00:00:00,19,20,146,Wednesday,May,Spring,4996
2022-06-26 00:00:00,4,5,177,Sunday,June,Summer,1831
2025-07-13 00:00:00,20,21,194,Sunday,July,Summer,3952
2024-06-29 00:00:00,7,8,181,Saturday,June,Summer,4387
2024-11-08 00:00:00,14,15,313,Friday,November,Fall,4482
2022-07-11 00:00:00,10,11,192,Monday,July,Summer,7469
2022-01-10 00:00:00,6,7,10,Monday,January,Winter,1005
2025-03-21 00:00:00,0,1,80,Friday,March,Spring,7350
2023-02-15 00:00:00,13,14,46,Wednesday,February,Winter,6445
2025-04-17 00:00:00,1,2,107,Thursday,April,Spring,2336
2025-02-15 00:00:00,1,2,46,Saturday,February,Winter,7209
2020-09-28 00:00:00,18,19,272,Monday,September,Fall,4748
2021-06-30 00:00:00,4,5,181,Wednesday,June,Summer,2097
2022-07-20 00:00:00,6,7,201,Wednesday,July,Summer,2316
2020-04-22 00:00:00,2,3,113,Wednesday,April,Spring,5000
2021-09-23 00:00:00,20,21,266,Thursday,September,Fall,1171
2020-02-27 00:00:00,0,1,58,Thursday,February,Winter,5262
2021-03-26 00:00:00,20,21,85,Friday,March,Spring,8311
2020-01-13 00:00:00,8,9,13,Monday,January,Winter,3845
2025-09-22 00:00:00,23,0,265,Monday,September,Fall,8892
2023-01-13 00:00:00,8,9,13,Friday,January,Winter,14537
2024-07-16 00:00:00,6,7,198,Tuesday,July,Summer,7743
2024-06-04 00:00:00,18,19,156,Tuesday,June,Summer,7459
2020-11-02 00:00:00,22,23,307,Monday,November,Fall,4458
2022-10-07 00:00:00,11,12,280,Friday,October,Fall,4853
2022-02-24 00:00:00,17,18,55,Thursday,February,Winter,12191
2021-11-27 00:00:00,6,7,331,Saturday,November,Fall,7605
2020-08-07 00:00:00,9,10,220,Friday,August,Summer,2665
2022-07-10 00:00:00,2,3,191,Sunday,July,Summer,5201
2021-07-13 00:00:00,1,2,194,Tuesday,July,Summer,3421
2025-05-01 00:00:00,2,3,121,Thursday,May,Spring,5525
2025-11-30 00:00:00,5,6,334,Sunday,November,Fall,4365
2020-12-25 00:00:00,6,7,360,Friday,December,Winter,6272
2021-04-19 00:00:00,11,12,109,Monday,April,Spring,4484
2024-03-29 00:00:00,22,23,89,Friday,March,Spring,5301
2023-07-29 00:00:00,8,9,210,Saturday,July,Summer,5340
2022-06-05 00:00:00,4,5,156,Sunday,June,Summer,1412
2021-08-11 00:00:00,6,7,223,Wednesday,August,Summer,508
2022-11-27 00:00:00,12,13,331,Sunday,November,Fall,8438
2025-06-11 00:00:00,8,9,162,Wednesday,June,Summer,5524
2023-06-01 00:00:00,11,12,152,Thursday,June,Summer,8686
2022-10-14 00:00:00,9,10,287,Friday,October,Fall,5617
2025-05-07 00:00:00,13,14,127,Wednesday,May,Spring,11508
2022-03-30 00:00:00,14,15,89,Wednesday,March,Spring,3152
2025-03-13 00:00:00,15,16,72,Thursday,March,Spring,5712
2021-09-23 00:00:00,15,16,266,Thursday,September,Fall,5575
2020-02-04 00:00:00,4,5,35,Tuesday,February,Winter,10605
2021-05-14 00:00:00,19,20,134,Friday,May,Spring,5623
2022-05-30 00:00:00,2,3,150,Monday,May,Spring,4110
2021-01-30 00:00:00,6,7,30,Saturday,January,Winter,5748
2024-06-20 00:00:00,7,8,172,Thursday,June,Summer,4284
2025-08-07 00:00:00,19,20,219,Thursday,August,Summer,3099
2024-08-24 00:00:00,3,4,237,Saturday,August,Summer,6102
2022-09-15 00:00:00,7,8,258,Thursday,September,Fall,1704
2020-07-06 00:00:00,1,2,188,Monday,July,Summer,6827
2022-08-28 00:00:00,6,7,240,Sunday,August,Summer,3890
2020-09-14 00:00:00,12,13,258,Monday,September,Fall,4786
2024-05-24 00:00:00,22,23,145,Friday,May,Spring,645
2025-08-08 00:00:00,6,7,220,Friday,August,Summer,1464
2020-07-10 00:00:00,10,11,192,Friday,July,Summer,5130
2020-01-17 00:00:00,18,19,17,Friday,January,Winter,7402
2024-07-17 00:00:00,18,19,199,Wednesday,July,Summer,4046
2023-01-02 00:00:00,7,8,2,Monday,January,Winter,6552
2021-02-14 00:00:00,0,1,45,Sunday,February,Winter,7245
2025-07-26 00:00:00,5,6,207,Saturday,July,Summer,2295
2020-10-23 00:00:00,10,11,297,Friday,October,Fall,2714
2024-07-03 00:00:00,1,2,185,Wednesday,July,Summer,1771
2024-11-12 00:00:00,22,23,317,Tuesday,November,Fall,8223
2025-11-12 00:00:00,17,18,316,Wednesday,November,Fall,13595
2024-04-26 00:00:00,19,20,117,Friday,April,Spring,3091
2023-12-20 00:00:00,11,12,354,Wednesday,December,Winter,9752
2024-04-04 00:00:00,20,21,95,Thursday,April,Spring,7001
2025-03-18 00:00:00,20,21,77,Tuesday,March,Spring,10105
2020-04-14 00:00:00,18,19,105,Tuesday,April,Spring,6515
2020-03-02 00:00:00,23,0,62,Monday,March,Spring,8448
2020-01-11 00:00:00,7,8,11,Saturday,January,Winter,3308
2022-02-10 00:00:00,19,20,41,Thursday,February,Winter,3020
2024-10-13 00:00:00,4,5,287,Sunday,October,Fall,3330
2024-01-16 00:00:00,0,1,16,Tuesday,January,Winter,2197
2020-09-10 00:00:00,17,18,254,Thursday,September,Fall,2293
2025-08-25 00:00:00,8,9,237,Monday,August,Summer,3906
2024-03-05 00:00:00,16,17,65,Tuesday,March,Spring,6764
2022-08-23 00:00:00,7,8,235,Tuesday,August,Summer,1085
2021-07-17 00:00:00,18,19,198,Saturday,July,Summer,6467
2025-04-27 00:00:00,11,12,117,Sunday,April,Spring,3596
2020-02-27 00:00:00,18,19,58,Thursday,February,Winter,10596
2024-11-06 00:00:00,7,8,311,Wednesday,November,Fall,292
2024-11-22 00:00:00,14,15,327,Friday,November,Fall,15122
2024-11-19 00:00:00,21,22,324,Tuesday,November,Fall,11992
2021-05-26 00:00:00,1,2,146,Wednesday,May,Spring,5335
2021-11-29 00:00:00,12,13,333,Monday,November,Fall,4389
2023-04-09 00:00:00,3,4,99,Sunday,April,Spring,3548
2024-05-20 00:00:00,11,12,141,Monday,May,Spring,5874
2021-09-06 00:00:00,9,10,249,Monday,September,Fall,2723
2020-12-16 00:00:00,23,0,351,Wednesday,December,Winter,7220
2021-06-11 00:00:00,11,12,162,Friday,June,Summer,4809
2024-03-15 00:00:00,4,5,75,Friday,March,Spring,9923
2023-02-20 00:00:00,2,3,51,Monday,February,Winter,3288
2025-05-02 00:00:00,18,19,122,Friday,May,Spring,4524
2021-04-30 00:00:00,7,8,120,Friday,April,Spring,1408
2024-08-30 00:00:00,23,0,243,Friday,August,Summer,5577
2021-09-30 00:00:00,7,8,273,Thursday,September,Fall,1829
2024-02-13 00:00:00,9,10,44,Tuesday,February,Winter,7108
2023-01-10 00:00:00,4,5,10,Tuesday,January,Winter,7471
2023-05-20 00:00:00,6,7,140,Saturday,May,Spring,6415
2023-09-01 00:00:00,22,23,244,Friday,September,Fall,1142
2024-06-06 00:00:00,15,16,158,Thursday,June,Summer,8506
2025-07-13 00:00:00,12,13,194,Sunday,July,Summer,9654
2021-10-18 00:00:00,16,17,291,Monday,October,Fall,5039
2021-03-01 00:00:00,5,6,60,Monday,March,Spring,4453
2023-03-18 00:00:00,13,14,77,Saturday,March,Spring,11176
2020-10-21 00:00:00,15,16,295,Wednesday,October,Fall,14758
2020-03-02 00:00:00,13,14,62,Monday,March,Spring,7175
2023-06-30 00:00:00,1,2,181,Friday,June,Summer,2631
2022-04-19 00:00:00,9,10,109,Tuesday,April,Spring,2972
2020-07-25 00:00:00,6,7,207,Saturday,July,Summer,1509
2021-11-03 00:00:00,2,3,307,Wednesday,November,Fall,3878
2024-09-20 00:00:00,22,23,264,Friday,September,Fall,3712
2020-07-06 00:00:00,10,11,188,Monday,July,Summer,7270
2023-06-18 00:00:00,7,8,169,Sunday,June,Summer,2716
2024-04-22 00:00:00,11,12,113,Monday,April,Spring,11915
2022-10-31 00:00:00,2,3,304,Monday,October,Fall,1886
2022-12-08 00:00:00,19,20,342,Thursday,December,Winter,2320
2021-02-19 00:00:00,8,9,50,Friday,February,Winter,6408
2024-07-04 00:00:00,7,8,186,Thursday,July,Summer,7653
2022-08-12 00:00:00,18,19,224,Friday,August,Summer,4606
2020-06-22 00:00:00,5,6,174,Monday,June,Summer,1871
2022-05-14 00:00:00,19,20,134,Saturday,May,Spring,1781
2022-03-14 00:00:00,23,0,73,Monday,March,Spring,5813
2021-04-28 00:00:00,9,10,118,Wednesday,April,Spring,1431
2020-02-22 00:00:00,18,19,53,Saturday,February,Winter,8683
2024-11-01 00:00:00,9,10,306,Friday,November,Fall,3028
2025-08-31 00:00:00,20,21,243,Sunday,August,Summer,3822
2024-08-21 00:00:00,10,11,234,Wednesday,August,Summer,7369
2023-11-10 00:00:00,6,7,314,Friday,November,Fall,13482
2025-05-04 00:00:00,7,8,124,Sunday,May,Spring,5384
2024-09-21 00:00:00,13,14,265,Saturday,September,Fall,4430
2020-03-19 00:00:00,5,6,79,Thursday,March,Spring,1145
2020-10-02 00:00:00,8,9,276,Friday,October,Fall,9401
2022-09-25 00:00:00,17,18,268,Sunday,September,Fall,4472
2022-08-25 00:00:00,19,20,237,Thursday,August,Summer,4858
2023-08-10 00:00:00,8,9,222,Thursday,August,Summer,3790
2024-09-21 00:00:00,3,4,265,Saturday,September,Fall,3321
2022-01-22 00:00:00,3,4,22,Saturday,January,Winter,3202
2023-11-09 00:00:00,8,9,313,Thursday,November,Fall,9159
2024-11-25 00:00:00,0,1,330,Monday,November,Fall,18407
2023-07-08 00:00:00,3,4,189,Saturday,July,Summer,4740
2025-09-11 00:00:00,4,5,254,Thursday,September,Fall,10679
2023-07-15 00:00:00,3,4,196,Saturday,July,Summer,6810
2021-11-03 00:00:00,20,21,307,Wednesday,November,Fall,3050
2025-11-23 00:00:00,6,7,327,Sunday,November,Fall,9347
2021-05-18 00:00:00,14,15,138,Tuesday,May,Spring,5821
2024-02-04 00:00:00,10,11,35,Sunday,February,Winter,8994
2020-07-16 00:00:00,0,1,198,Thursday,July,Summer,1763
2020-07-03 00:00:00,2,3,185,Friday,July,Summer,3011
2024-03-04 00:00:00,12,13,64,Monday,March,Spring,9667
2020-10-15 00:00:00,11,12,289,Thursday,October,Fall,6069
2023-01-25 00:00:00,22,23,25,Wednesday,January,Winter,1037
2023-02-04 00:00:00,17,18,35,Saturday,February,Winter,2961
2023-02-03 00:00:00,19,20,34,Friday,February,Winter,5209
2025-02-24 00:00:00,14,15,55,Monday,February,Winter,13295
2025-11-11 00:00:00,21,22,315,Tuesday,November,Fall,14313
2025-05-07 00:00:00,14,15,127,Wednesday,May,Spring,11125
2024-06-18 00:00:00,15,16,170,Tuesday,June,Summer,7585
2021-04-13 00:00:00,11,12,103,Tuesday,April,Spring,6733
2024-01-06 00:00:00,14,15,6,Saturday,January,Winter,9159
2020-01-19 00:00:00,2,3,19,Sunday,January,Winter,4247
2021-06-01 00:00:00,2,3,152,Tuesday,June,Summer,5282
2023-05-28 00:00:00,16,17,148,Sunday,May,Spring,6446
2025-09-19 00:00:00,13,14,262,Friday,September,Fall,12989
2025-08-17 00:00:00,6,7,229,Sunday,August,Summer,5923
2023-08-29 00:00:00,12,13,241,Tuesday,August,Summer,6385
2020-08-13 00:00:00,23,0,226,Thursday,August,Summer,2213
2021-08-30 00:00:00,7,8,242,Monday,August,Summer,3173
2020-07-26 00:00:00,0,1,208,Sunday,July,Summer,4306
2023-02-25 00:00:00,2,3,56,Saturday,February,Winter,3671
2025-08-16 00:00:00,9,10,228,Saturday,August,Summer,8918
2024-07-15 00:00:00,15,16,197,Monday,July,Summer,10900
2020-03-06 00:00:00,1,2,66,Friday,March,Spring,11303
